variety name,product type,package type,amount,net weight received,account,weighed by,checked by,approved by,room,source lot number,purchase order,date,organization_id
Green Crack,plants,unpackaged,5320,4990,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Green Crack,g-wet,unpackaged,1726,8652,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Green Crack,dry,unpackaged,7511,5113,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Green Crack,cured,unpackaged,1348,6774,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Green Crack,crude,unpackaged,6633,8375,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Green Crack,distilled,unpackaged,7056,760,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Green Crack,terpene,unpackaged,8189,7836,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Green Crack,sift,unpackaged,3072,9720,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Green Crack,biomass,unpackaged,1773,9594,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Green Crack,hash,unpackaged,6751,8631,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,seeds,packaged,1564,8898,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,plants,packaged,4462,8163,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,g-wet,packaged,435,4847,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,dry,packaged,7148,5577,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,cured,packaged,8258,1031,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,crude,packaged,8483,8079,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,distilled,packaged,5255,268,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,terpene,packaged,7381,3270,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,sift,packaged,422,3354,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,biomass,packaged,9854,681,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,hash,packaged,9940,1855,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,seeds,unpackaged,2481,3976,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,plants,unpackaged,4283,3514,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,g-wet,unpackaged,503,7843,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,dry,unpackaged,2652,9596,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,cured,unpackaged,9671,2133,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,crude,unpackaged,2389,8376,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,distilled,unpackaged,4604,6681,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,terpene,unpackaged,3549,4380,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,sift,unpackaged,6911,4886,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,biomass,unpackaged,999,5386,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Lemon Haze,hash,unpackaged,4336,4904,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,seeds,packaged,6258,8832,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,plants,packaged,1447,6478,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,g-wet,packaged,8960,3288,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,dry,packaged,8944,688,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,cured,packaged,4787,7465,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,crude,packaged,5029,2056,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,distilled,packaged,9468,1111,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,terpene,packaged,4698,9820,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,sift,packaged,1183,1439,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,biomass,packaged,1803,4134,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,hash,packaged,7893,3305,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,seeds,unpackaged,182,7880,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,plants,unpackaged,6677,5621,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,g-wet,unpackaged,3178,4398,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,dry,unpackaged,9589,5909,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,cured,unpackaged,7293,4392,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,crude,unpackaged,6100,7487,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,distilled,unpackaged,4144,9976,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,terpene,unpackaged,8104,860,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,sift,unpackaged,1319,7619,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,biomass,unpackaged,6379,4671,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
Super Silver Haze,hash,unpackaged,7259,8622,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,seeds,packaged,4187,6478,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,plants,packaged,349,6869,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,g-wet,packaged,4496,8489,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,dry,packaged,4613,4875,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,cured,packaged,4835,5144,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,crude,packaged,9450,8750,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,distilled,packaged,569,2502,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,terpene,packaged,4813,5673,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,sift,packaged,9095,9919,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,biomass,packaged,3406,9241,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,hash,packaged,2548,4142,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,seeds,unpackaged,3110,4240,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,plants,unpackaged,9937,5139,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,g-wet,unpackaged,9998,3168,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,dry,unpackaged,5399,2636,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,cured,unpackaged,8045,284,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,crude,unpackaged,2140,9055,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,distilled,unpackaged,5065,7359,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,terpene,unpackaged,3038,1123,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,sift,unpackaged,3386,2061,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,biomass,unpackaged,639,210,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
White Fire OG,hash,unpackaged,9403,1412,Supplier,maintenance@groweriq.ca,maintenance@groweriq.ca,maintenance@groweriq.ca,Received Inventory Room,0,0,14-04-2022,4
